support,itemsets
0.0019381140145692708,"frozenset({'salty snack', 'rolls/buns'})"
0.0011361358016440553,"frozenset({'salty snack', 'sausage'})"
0.001403461872619127,"frozenset({'salty snack', 'soda'})"
0.002205440085544343,"frozenset({'salty snack', 'other vegetables'})"
0.0010024727661565194,"frozenset({'salty snack', 'tropical fruit'})"
0.0010024727661565194,"frozenset({'salty snack', 'canned beer'})"
0.0010693042839002875,"frozenset({'salty snack', 'root vegetables'})"
0.0015371249081066632,"frozenset({'salty snack', 'yogurt'})"
0.011160863463209249,"frozenset({'whole milk', 'yogurt'})"
0.005814342043707813,"frozenset({'soda', 'yogurt'})"
0.008086613646995923,"frozenset({'other vegetables', 'yogurt'})"
0.007819287576020852,"frozenset({'rolls/buns', 'yogurt'})"
0.0011361358016440553,"frozenset({'other vegetables', 'whole milk', 'yogurt'})"
0.0013366303548753592,"frozenset({'rolls/buns', 'whole milk', 'yogurt'})"
0.008955423377664907,"frozenset({'sausage', 'whole milk'})"
0.005747510525964045,"frozenset({'sausage', 'yogurt'})"
0.005346521419501437,"frozenset({'rolls/buns', 'sausage'})"
0.003141081333957094,"frozenset({'bottled water', 'sausage'})"
0.003341575887188398,"frozenset({'root vegetables', 'sausage'})"
0.0030742498162133263,"frozenset({'tropical fruit', 'sausage'})"
0.005948005079195348,"frozenset({'sausage', 'soda'})"
0.006014836596939116,"frozenset({'other vegetables', 'sausage'})"
0.0014702933903628951,"frozenset({'sausage', 'yogurt', 'whole milk'})"
0.0011361358016440553,"frozenset({'rolls/buns', 'sausage', 'whole milk'})"
0.0010693042839002875,"frozenset({'sausage', 'soda', 'whole milk'})"
0.001670787943594199,"frozenset({'semi-finished bread', 'whole milk'})"
0.0010024727661565194,"frozenset({'other vegetables', 'semi-finished bread'})"
0.011628684087415625,"frozenset({'whole milk', 'soda'})"
0.009690570072846355,"frozenset({'other vegetables', 'soda'})"
0.008086613646995923,"frozenset({'rolls/buns', 'soda'})"
0.0011361358016440553,"frozenset({'other vegetables', 'whole milk', 'soda'})"
0.0010024727661565194,"frozenset({'rolls/buns', 'whole milk', 'soda'})"
0.0011361358016440553,"frozenset({'rolls/buns', 'other vegetables', 'soda'})"
0.0010024727661565194,"frozenset({'whole milk', 'pickled vegetables'})"
0.001871282496825503,"frozenset({'shopping bags', 'canned beer'})"
0.004210385617857381,"frozenset({'rolls/buns', 'canned beer'})"
0.0020717770500568067,"frozenset({'root vegetables', 'canned beer'})"
0.0038762280291385416,"frozenset({'yogurt', 'canned beer'})"
0.003141081333957094,"frozenset({'soda', 'canned beer'})"
0.006014836596939116,"frozenset({'whole milk', 'canned beer'})"
0.0025395976742631824,"frozenset({'tropical fruit', 'canned beer'})"
0.0015371249081066632,"frozenset({'citrus fruit', 'canned beer'})"
0.001871282496825503,"frozenset({'pastry', 'canned beer'})"
0.001603956425850431,"frozenset({'pip fruit', 'canned beer'})"
0.0024727661565194146,"frozenset({'sausage', 'canned beer'})"
0.004009891064626078,"frozenset({'other vegetables', 'canned beer'})"
0.0014702933903628951,"frozenset({'bottled water', 'canned beer'})"
0.0010693042839002875,"frozenset({'misc. beverages', 'sausage'})"
0.0010024727661565194,"frozenset({'misc. beverages', 'root vegetables'})"
0.001403461872619127,"frozenset({'misc. beverages', 'whole milk'})"
0.0012697988371315912,"frozenset({'misc. beverages', 'yogurt'})"
0.0012029673193878234,"frozenset({'misc. beverages', 'other vegetables'})"
0.0013366303548753592,"frozenset({'misc. beverages', 'rolls/buns'})"
0.001403461872619127,"frozenset({'hygiene articles', 'other vegetables'})"
0.0010693042839002875,"frozenset({'hygiene articles', 'soda'})"
0.0013366303548753592,"frozenset({'hygiene articles', 'rolls/buns'})"
0.0010024727661565194,"frozenset({'root vegetables', 'hygiene articles'})"
0.0017376194613379669,"frozenset({'hygiene articles', 'whole milk'})"
0.013967787208447505,"frozenset({'rolls/buns', 'whole milk'})"
0.010559379803515338,"frozenset({'other vegetables', 'rolls/buns'})"
0.0012029673193878234,"frozenset({'other vegetables', 'rolls/buns', 'whole milk'})"
0.003408407404932166,"frozenset({'whipped/sour cream', 'soda'})"
0.004611374724319989,"frozenset({'whipped/sour cream', 'whole milk'})"
0.002138608567800575,"frozenset({'whipped/sour cream', 'sausage'})"
0.0029405867807257902,"frozenset({'whipped/sour cream', 'rolls/buns'})"
0.0024727661565194146,"frozenset({'whipped/sour cream', 'root vegetables'})"
0.0015371249081066632,"frozenset({'whipped/sour cream', 'canned beer'})"
0.001670787943594199,"frozenset({'whipped/sour cream', 'pip fruit'})"
0.0012029673193878234,"frozenset({'whipped/sour cream', 'shopping bags'})"
0.001804450979081735,"frozenset({'whipped/sour cream', 'bottled water'})"
0.004143554100113613,"frozenset({'whipped/sour cream', 'other vegetables'})"
0.0015371249081066632,"frozenset({'whipped/sour cream', 'pastry'})"
0.0029405867807257902,"frozenset({'whipped/sour cream', 'yogurt'})"
0.0020717770500568067,"frozenset({'whipped/sour cream', 'citrus fruit'})"
0.0024727661565194146,"frozenset({'whipped/sour cream', 'tropical fruit'})"
0.0012029673193878234,"frozenset({'whipped/sour cream', 'bottled beer'})"
0.0030742498162133263,"frozenset({'frankfurter', 'soda'})"
0.0014702933903628951,"frozenset({'whipped/sour cream', 'frankfurter'})"
0.005279689901757669,"frozenset({'frankfurter', 'whole milk'})"
0.0036757334759072377,"frozenset({'rolls/buns', 'frankfurter'})"
0.001670787943594199,"frozenset({'bottled beer', 'frankfurter'})"
0.002205440085544343,"frozenset({'bottled water', 'frankfurter'})"
0.005146026866270133,"frozenset({'other vegetables', 'frankfurter'})"
0.0025395976742631824,"frozenset({'frankfurter', 'yogurt'})"
0.001804450979081735,"frozenset({'pip fruit', 'frankfurter'})"
0.0017376194613379669,"frozenset({'pastry', 'frankfurter'})"
0.0013366303548753592,"frozenset({'frankfurter', 'canned beer'})"
0.0017376194613379669,"frozenset({'frankfurter', 'citrus fruit'})"
0.0013366303548753592,"frozenset({'tropical fruit', 'frankfurter'})"
0.0010693042839002875,"frozenset({'newspapers', 'frankfurter'})"
0.0015371249081066632,"frozenset({'frankfurter', 'shopping bags'})"
0.002205440085544343,"frozenset({'root vegetables', 'frankfurter'})"
0.0014702933903628951,"frozenset({'frankfurter', 'sausage'})"
0.002205440085544343,"frozenset({'beef', 'yogurt'})"
0.0012697988371315912,"frozenset({'beef', 'shopping bags'})"
0.002806923745238254,"frozenset({'other vegetables', 'beef'})"
0.001804450979081735,"frozenset({'beef', 'soda'})"
0.0011361358016440553,"frozenset({'beef', 'butter'})"
0.001670787943594199,"frozenset({'newspapers', 'beef'})"
0.0011361358016440553,"frozenset({'domestic eggs', 'beef'})"
0.0010693042839002875,"frozenset({'bottled beer', 'beef'})"
0.004678206242063757,"frozenset({'beef', 'whole milk'})"
0.001804450979081735,"frozenset({'beef', 'citrus fruit'})"
0.0013366303548753592,"frozenset({'bottled water', 'beef'})"
0.001403461872619127,"frozenset({'whipped/sour cream', 'beef'})"
0.0015371249081066632,"frozenset({'beef', 'brown bread'})"
0.0010024727661565194,"frozenset({'beef', 'canned beer'})"
0.001603956425850431,"frozenset({'rolls/buns', 'beef'})"
0.0012029673193878234,"frozenset({'pastry', 'beef'})"
0.0010024727661565194,"frozenset({'frankfurter', 'beef'})"
0.0011361358016440553,"frozenset({'tropical fruit', 'beef'})"
0.001670787943594199,"frozenset({'root vegetables', 'beef'})"
0.0010693042839002875,"frozenset({'beef', 'fruit/vegetable juice'})"
0.0010024727661565194,"frozenset({'domestic eggs', 'white bread'})"
0.0010693042839002875,"frozenset({'white bread', 'yogurt'})"
0.003141081333957094,"frozenset({'white bread', 'whole milk'})"
0.0026064291920069507,"frozenset({'other vegetables', 'white bread'})"
0.0015371249081066632,"frozenset({'white bread', 'soda'})"
0.002138608567800575,"frozenset({'rolls/buns', 'white bread'})"
0.0010024727661565194,"frozenset({'tropical fruit', 'white bread'})"
0.0012697988371315912,"frozenset({'root vegetables', 'white bread'})"
0.0010024727661565194,"frozenset({'brown bread', 'white bread'})"
0.001403461872619127,"frozenset({'white bread', 'sausage'})"
0.0011361358016440553,"frozenset({'white bread', 'citrus fruit'})"
0.0012697988371315912,"frozenset({'bottled water', 'white bread'})"
0.0015371249081066632,"frozenset({'white bread', 'canned beer'})"
0.0010024727661565194,"frozenset({'whipped/sour cream', 'white bread'})"
0.0013366303548753592,"frozenset({'frankfurter', 'curd'})"
0.0022722716032881106,"frozenset({'curd', 'yogurt'})"
0.001871282496825503,"frozenset({'tropical fruit', 'curd'})"
0.0014702933903628951,"frozenset({'root vegetables', 'curd'})"
0.002806923745238254,"frozenset({'curd', 'soda'})"
0.0013366303548753592,"frozenset({'pip fruit', 'curd'})"
0.0027400922274944863,"frozenset({'rolls/buns', 'curd'})"
0.003542070440419702,"frozenset({'other vegetables', 'curd'})"
0.0012697988371315912,"frozenset({'curd', 'beef'})"
0.001670787943594199,"frozenset({'whipped/sour cream', 'curd'})"
0.0012697988371315912,"frozenset({'curd', 'shopping bags'})"
0.004143554100113613,"frozenset({'curd', 'whole milk'})"
0.001403461872619127,"frozenset({'pastry', 'curd'})"
0.0012029673193878234,"frozenset({'curd', 'canned beer'})"
0.0019381140145692708,"frozenset({'bottled water', 'curd'})"
0.0029405867807257902,"frozenset({'curd', 'sausage'})"
0.0011361358016440553,"frozenset({'curd', 'citrus fruit'})"
0.0011361358016440553,"frozenset({'bottled beer', 'curd'})"
0.0012029673193878234,"frozenset({'curd', 'brown bread'})"
0.0011361358016440553,"frozenset({'curd', 'pork'})"
0.014836596939116486,"frozenset({'other vegetables', 'whole milk'})"
0.003141081333957094,"frozenset({'frozen vegetables', 'other vegetables'})"
0.0010693042839002875,"frozenset({'frozen vegetables', 'tropical fruit'})"
0.003809396511394774,"frozenset({'frozen vegetables', 'whole milk'})"
0.0020717770500568067,"frozenset({'frozen vegetables', 'sausage'})"
0.002138608567800575,"frozenset({'frozen vegetables', 'root vegetables'})"
0.002004945532313039,"frozenset({'frozen vegetables', 'soda'})"
0.0010693042839002875,"frozenset({'bottled water', 'frozen vegetables'})"
0.001603956425850431,"frozenset({'frozen vegetables', 'citrus fruit'})"
0.001403461872619127,"frozenset({'bottled beer', 'frozen vegetables'})"
0.0027400922274944863,"frozenset({'frozen vegetables', 'rolls/buns'})"
0.0013366303548753592,"frozenset({'frozen vegetables', 'pip fruit'})"
0.0020717770500568067,"frozenset({'frozen vegetables', 'yogurt'})"
0.0010693042839002875,"frozenset({'frozen vegetables', 'frankfurter'})"
0.0013366303548753592,"frozenset({'frozen vegetables', 'canned beer'})"
0.0012697988371315912,"frozenset({'frozen vegetables', 'beef'})"
0.004678206242063757,"frozenset({'butter', 'whole milk'})"
0.002205440085544343,"frozenset({'butter', 'yogurt'})"
0.001403461872619127,"frozenset({'newspapers', 'butter'})"
0.003141081333957094,"frozenset({'butter', 'soda'})"
0.0028737552629820224,"frozenset({'other vegetables', 'butter'})"
0.0019381140145692708,"frozenset({'butter', 'sausage'})"
0.0011361358016440553,"frozenset({'whipped/sour cream', 'butter'})"
0.002004945532313039,"frozenset({'root vegetables', 'butter'})"
0.0013366303548753592,"frozenset({'butter', 'shopping bags'})"
0.001804450979081735,"frozenset({'bottled water', 'butter'})"
0.001403461872619127,"frozenset({'frankfurter', 'butter'})"
0.0015371249081066632,"frozenset({'pastry', 'butter'})"
0.0028737552629820224,"frozenset({'rolls/buns', 'butter'})"
0.001670787943594199,"frozenset({'bottled beer', 'butter'})"
0.0010024727661565194,"frozenset({'butter', 'brown bread'})"
0.0010024727661565194,"frozenset({'butter', 'canned beer'})"
0.0019381140145692708,"frozenset({'butter', 'citrus fruit'})"
0.0015371249081066632,"frozenset({'tropical fruit', 'butter'})"
0.0011361358016440553,"frozenset({'pip fruit', 'butter'})"
0.008220276682483459,"frozenset({'tropical fruit', 'whole milk'})"
0.005413352937245205,"frozenset({'tropical fruit', 'soda'})"
0.005212858384013901,"frozenset({'tropical fruit', 'yogurt'})"
0.0036757334759072377,"frozenset({'root vegetables', 'tropical fruit'})"
0.006081668114682885,"frozenset({'tropical fruit', 'rolls/buns'})"
0.006282162667914188,"frozenset({'tropical fruit', 'other vegetables'})"
0.0010024727661565194,"frozenset({'tropical fruit', 'sugar'})"
0.0024727661565194146,"frozenset({'whole milk', 'sugar'})"
0.0014702933903628951,"frozenset({'bottled water', 'sugar'})"
0.0012697988371315912,"frozenset({'other vegetables', 'sugar'})"
0.0012029673193878234,"frozenset({'soda', 'sugar'})"
0.0010024727661565194,"frozenset({'root vegetables', 'butter milk'})"
0.0012697988371315912,"frozenset({'yogurt', 'butter milk'})"
0.001403461872619127,"frozenset({'soda', 'butter milk'})"
0.0010024727661565194,"frozenset({'tropical fruit', 'butter milk'})"
0.0012697988371315912,"frozenset({'rolls/buns', 'butter milk'})"
0.0012697988371315912,"frozenset({'other vegetables', 'butter milk'})"
0.001670787943594199,"frozenset({'whole milk', 'butter milk'})"
0.0010024727661565194,"frozenset({'shopping bags', 'butter milk'})"
0.001670787943594199,"frozenset({'other vegetables', 'specialty chocolate'})"
0.001403461872619127,"frozenset({'soda', 'specialty chocolate'})"
0.001403461872619127,"frozenset({'citrus fruit', 'specialty chocolate'})"
0.0013366303548753592,"frozenset({'tropical fruit', 'specialty chocolate'})"
0.0013366303548753592,"frozenset({'whole milk', 'specialty chocolate'})"
0.0012697988371315912,"frozenset({'rolls/buns', 'specialty chocolate'})"
0.0019381140145692708,"frozenset({'whole milk', 'frozen meals'})"
0.0013366303548753592,"frozenset({'yogurt', 'frozen meals'})"
0.0015371249081066632,"frozenset({'soda', 'frozen meals'})"
0.0014702933903628951,"frozenset({'rolls/buns', 'frozen meals'})"
0.0012697988371315912,"frozenset({'sausage', 'frozen meals'})"
0.002138608567800575,"frozenset({'other vegetables', 'frozen meals'})"
0.00755196150504578,"frozenset({'root vegetables', 'whole milk'})"
0.005279689901757669,"frozenset({'root vegetables', 'soda'})"
0.00427721713560115,"frozenset({'root vegetables', 'yogurt'})"
0.005747510525964045,"frozenset({'root vegetables', 'rolls/buns'})"
0.005279689901757669,"frozenset({'root vegetables', 'other vegetables'})"
0.0010693042839002875,"frozenset({'yogurt', 'detergent'})"
0.001403461872619127,"frozenset({'whole milk', 'detergent'})"
0.0010024727661565194,"frozenset({'rolls/buns', 'detergent'})"
0.006616320256633028,"frozenset({'pip fruit', 'whole milk'})"
0.0020717770500568067,"frozenset({'pip fruit', 'tropical fruit'})"
0.004945532313038829,"frozenset({'pip fruit', 'rolls/buns'})"
0.00360890195816347,"frozenset({'pip fruit', 'yogurt'})"
0.00394305954688231,"frozenset({'pip fruit', 'soda'})"
0.004945532313038829,"frozenset({'pip fruit', 'other vegetables'})"
0.002138608567800575,"frozenset({'pip fruit', 'sausage'})"
0.002205440085544343,"frozenset({'pastry', 'pip fruit'})"
0.0026732607097507185,"frozenset({'root vegetables', 'pip fruit'})"
0.0014702933903628951,"frozenset({'pip fruit', 'citrus fruit'})"
0.002004945532313039,"frozenset({'bottled water', 'pip fruit'})"
0.002806923745238254,"frozenset({'rolls/buns', 'chocolate'})"
0.0029405867807257902,"frozenset({'chocolate', 'whole milk'})"
0.0010024727661565194,"frozenset({'bottled beer', 'chocolate'})"
0.001403461872619127,"frozenset({'tropical fruit', 'chocolate'})"
0.001403461872619127,"frozenset({'chocolate', 'sausage'})"
0.0013366303548753592,"frozenset({'pip fruit', 'chocolate'})"
0.001403461872619127,"frozenset({'bottled water', 'chocolate'})"
0.001603956425850431,"frozenset({'chocolate', 'yogurt'})"
0.0010693042839002875,"frozenset({'chocolate', 'canned beer'})"
0.001670787943594199,"frozenset({'chocolate', 'soda'})"
0.0012029673193878234,"frozenset({'root vegetables', 'chocolate'})"
0.001871282496825503,"frozenset({'other vegetables', 'chocolate'})"
0.0010693042839002875,"frozenset({'chocolate', 'citrus fruit'})"
0.0013366303548753592,"frozenset({'red/blush wine', 'rolls/buns'})"
0.0011361358016440553,"frozenset({'red/blush wine', 'other vegetables'})"
0.0010693042839002875,"frozenset({'frozen fish', 'whole milk'})"
0.004945532313038829,"frozenset({'other vegetables', 'shopping bags'})"
0.004745037759807526,"frozenset({'rolls/buns', 'shopping bags'})"
0.003341575887188398,"frozenset({'root vegetables', 'shopping bags'})"
0.0027400922274944863,"frozenset({'tropical fruit', 'shopping bags'})"
0.004410880171088686,"frozenset({'shopping bags', 'soda'})"
0.006348994185657956,"frozenset({'whole milk', 'shopping bags'})"
0.0013366303548753592,"frozenset({'pastry', 'shopping bags'})"
0.001804450979081735,"frozenset({'shopping bags', 'citrus fruit'})"
0.003542070440419702,"frozenset({'shopping bags', 'yogurt'})"
0.0019381140145692708,"frozenset({'sausage', 'shopping bags'})"
0.002004945532313039,"frozenset({'bottled water', 'shopping bags'})"
0.001871282496825503,"frozenset({'pip fruit', 'shopping bags'})"
0.0012029673193878234,"frozenset({'rolls/buns', 'packaged fruit/vegetables'})"
0.0011361358016440553,"frozenset({'whipped/sour cream', 'margarine'})"
0.002138608567800575,"frozenset({'yogurt', 'margarine'})"
0.001603956425850431,"frozenset({'frankfurter', 'margarine'})"
0.0011361358016440553,"frozenset({'citrus fruit', 'margarine'})"
0.0040767225823698456,"frozenset({'whole milk', 'margarine'})"
0.0019381140145692708,"frozenset({'root vegetables', 'margarine'})"
0.0014702933903628951,"frozenset({'tropical fruit', 'margarine'})"
0.003207912851700862,"frozenset({'other vegetables', 'margarine'})"
0.001403461872619127,"frozenset({'beef', 'margarine'})"
0.0012029673193878234,"frozenset({'margarine', 'canned beer'})"
0.0012697988371315912,"frozenset({'pip fruit', 'margarine'})"
0.001403461872619127,"frozenset({'butter', 'margarine'})"
0.0013366303548753592,"frozenset({'pastry', 'margarine'})"
0.0010693042839002875,"frozenset({'curd', 'margarine'})"
0.003007418298469558,"frozenset({'rolls/buns', 'margarine'})"
0.0010024727661565194,"frozenset({'shopping bags', 'margarine'})"
0.0026064291920069507,"frozenset({'soda', 'margarine'})"
0.0013366303548753592,"frozenset({'pork', 'margarine'})"
0.001403461872619127,"frozenset({'bottled water', 'margarine'})"
0.001871282496825503,"frozenset({'sausage', 'margarine'})"
0.0010024727661565194,"frozenset({'fruit/vegetable juice', 'margarine'})"
0.0010693042839002875,"frozenset({'bottled beer', 'margarine'})"
0.004678206242063757,"frozenset({'bottled water', 'rolls/buns'})"
0.0048118692775512934,"frozenset({'bottled water', 'soda'})"
0.003809396511394774,"frozenset({'bottled water', 'yogurt'})"
0.0034752389226759338,"frozenset({'bottled water', 'root vegetables'})"
0.007150972398583172,"frozenset({'bottled water', 'whole milk'})"
0.003542070440419702,"frozenset({'bottled water', 'tropical fruit'})"
0.005480184454988973,"frozenset({'bottled water', 'other vegetables'})"
0.007150972398583172,"frozenset({'bottled beer', 'whole milk'})"
0.004009891064626078,"frozenset({'bottled beer', 'rolls/buns'})"
0.003408407404932166,"frozenset({'bottled beer', 'yogurt'})"
0.003341575887188398,"frozenset({'bottled beer', 'sausage'})"
0.0029405867807257902,"frozenset({'bottled beer', 'soda'})"
0.0024727661565194146,"frozenset({'bottled beer', 'root vegetables'})"
0.0025395976742631824,"frozenset({'bottled beer', 'tropical fruit'})"
0.0025395976742631824,"frozenset({'bottled beer', 'bottled water'})"
0.004678206242063757,"frozenset({'bottled beer', 'other vegetables'})"
0.001871282496825503,"frozenset({'bottled beer', 'canned beer'})"
0.001670787943594199,"frozenset({'bottled beer', 'citrus fruit'})"
0.0014702933903628951,"frozenset({'bottled beer', 'shopping bags'})"
0.0020717770500568067,"frozenset({'bottled beer', 'pastry'})"
0.0015371249081066632,"frozenset({'bottled beer', 'pip fruit'})"
0.003408407404932166,"frozenset({'whole milk', 'chicken'})"
0.0028737552629820224,"frozenset({'rolls/buns', 'chicken'})"
0.0010024727661565194,"frozenset({'bottled beer', 'chicken'})"
0.001403461872619127,"frozenset({'tropical fruit', 'chicken'})"
0.002205440085544343,"frozenset({'other vegetables', 'chicken'})"
0.0013366303548753592,"frozenset({'bottled water', 'chicken'})"
0.002138608567800575,"frozenset({'soda', 'chicken'})"
0.0012697988371315912,"frozenset({'pastry', 'chicken'})"
0.0012697988371315912,"frozenset({'shopping bags', 'chicken'})"
0.0010024727661565194,"frozenset({'domestic eggs', 'chicken'})"
0.001804450979081735,"frozenset({'yogurt', 'chicken'})"
0.0010693042839002875,"frozenset({'pip fruit', 'chicken'})"
